Time,Provider,Latitude,Longitude,Altitude,VerticalAccuracyMeters,Speed,SpeedAccuracyMetersPerSecond,Accuracy,Bearing,BearingAccuracyDegrees,beautiful,boring,depressing,lively,safety,wealthy,
2019-12-29 13:46:06:522,gps,30.5205503231304,114.40651709525285,31.99536133,3.84958649,2.04999995,0.86005813,9.93504620,266.29998779,10.75176048,8.08289623260498,56.96279525756836,67.96695709228516,44.06643295288086,43.72673034667969,38.85725021362305,
2019-12-29 13:46:07:522,gps,30.52054956150346,114.40649458443164,30.98040771,3.86488485,2.29999995,0.83773506,9.93504620,264.39999390,9.28218555,19.05672836303711,54.28909683227539,57.2017936706543,39.807273864746094,35.45940399169922,41.59842300415039,
2019-12-29 13:46:08:522,gps,30.520548529557217,114.40646872493144,31.81829834,4.03163433,2.54999995,0.91923881,9.93504620,263.20001221,9.08692169,16.968061447143555,59.84349822998047,65.07046508789061,43.95020294189453,33.56574249267578,39.43271255493164,
2019-12-29 13:46:09:521,gps,30.520546947063607,114.40643753752136,31.40386963,3.84890938,3.27999997,0.96384645,9.93504620,264.60000610,7.34121275,23.895294189453125,60.713096618652344,63.88420867919922,45.86043930053711,35.69047927856445,42.39570236206055,
2019-12-29 13:46:10:528,gps,30.520546484848534,114.40640581038043,30.92016602,3.84566760,2.70000005,0.86925256,9.93504620,266.70001221,8.15710068,17.530841827392578,54.84261322021485,67.94652557373047,39.66264724731445,31.27292442321777,32.678600311279304,
2019-12-29 13:46:11:519,gps,30.520547693366353,114.40637773186086,30.48309326,3.82666945,2.69000006,1.31821847,9.93504620,269.60000610,19.31904221,20.33783531188965,56.94849014282226,71.84251403808594,38.02639770507813,38.84031677246094,51.378196716308594,
2019-12-29 13:46:12:520,gps,30.520550172258865,114.40634972338539,31.53033447,3.29825950,2.47000003,0.82377183,9.93504620,271.50000000,11.75667763,25.448335647583008,60.18792724609375,70.827880859375,53.17948913574219,40.01918411254883,47.29040908813477,
2019-12-29 13:46:13:521,gps,30.52055177123124,114.40632739251322,33.09667969,3.72893858,1.40999997,1.34380054,9.93504620,271.79998779,27.78195763,19.824275970458984,57.31685256958008,68.20505523681639,60.25855255126953,41.67113876342773,58.7856674194336,
2019-12-29 13:46:14:532,gps,30.520556630526958,114.40629523583779,34.54199219,3.58362293,3.79999995,0.96566039,9.93504620,273.89999390,8.78472805,18.004091262817383,68.19130706787111,63.30491638183594,59.19734573364258,40.08622360229492,53.3597526550293,
2019-12-29 13:46:15:521,gps,30.520560878888546,114.40625347288697,34.66174316,3.82682395,3.57999992,1.03817141,9.93504620,271.00000000,6.72227859,21.646236419677734,60.63844299316406,66.50896453857422,48.31036376953125,35.73297882080078,53.47442245483398,
2019-12-29 13:46:16:527,gps,30.520562486597154,114.40621525821346,33.44567871,3.93754578,3.50000000,1.40132082,9.93504620,269.89999390,13.77765846,18.000669479370117,56.96354293823242,72.27627563476562,42.41837692260742,32.91157913208008,42.56275939941406,
2019-12-29 13:46:17:518,gps,30.520563643744897,114.40617238526652,34.40447998,4.37028360,4.34999990,1.61839426,9.93504620,266.39999390,15.52790070,19.60780906677246,61.322021484375,69.22643280029297,45.8941421508789,33.163448333740234,53.95980072021485,
2019-12-29 13:46:18:524,gps,30.520562959822495,114.40612433409908,34.00762939,4.97480345,4.84000015,1.96542621,9.93504620,267.29998779,19.89579582,24.873126983642578,56.65954971313477,70.9078140258789,45.01987075805664,32.808692932128906,54.80727005004883,
2019-12-29 13:46:19:529,gps,30.52056227479795,114.4060638476599,30.91400146,3.10235667,5.71999979,1.78910589,10.03308296,267.39999390,14.14978504,23.50800132751465,52.83182144165039,65.04006958007811,45.21670150756836,38.067909240722656,38.10498046875,
2019-12-29 13:46:20:534,gps,30.520559399013447,114.4060045204025,31.50311279,3.64534831,5.78999996,1.81372547,10.04856682,268.89999390,13.41591740,16.416955947875977,60.26129531860352,64.28074645996094,42.27333068847656,36.66476821899414,48.13713836669922,
2019-12-29 13:46:21:527,gps,30.52055913408351,114.40594725241164,31.90661621,3.91373825,5.71999979,1.87768471,9.97311211,270.60000610,14.03613281,23.40675163269043,61.84922790527344,73.0387954711914,41.03732299804688,35.90302658081055,38.95972442626953,
2019-12-29 13:46:22:526,gps,30.520557157751046,114.40588190718259,32.16625977,3.97191668,6.42000008,1.88520551,9.93504620,269.60000610,12.57417870,26.67131805419922,62.99959182739258,64.40817260742189,27.39172744750977,38.25482177734375,32.57834625244141,
2019-12-29 13:46:23:529,gps,30.520554760704922,114.40581226332763,32.19085693,4.07687426,6.84000015,1.89179814,9.93504620,270.39999390,11.87710285,23.41339111328125,66.95070648193361,68.75927734375,25.61773681640625,31.453428268432614,23.560317993164066,
2019-12-29 13:46:24:524,gps,30.52055579442501,114.4057414099866,33.01708984,4.37128401,6.75000000,1.88520551,10.11474133,270.10000610,11.89925194,30.22720718383789,61.78644561767578,46.50288772583008,34.02163314819336,32.586673736572266,29.701101303100586,
2019-12-29 13:46:25:518,gps,30.520551016155267,114.40567135559681,33.10272217,5.01042986,6.75000000,1.76400113,10.52600861,272.29998779,8.64844608,21.417131423950195,63.46510696411133,47.69930648803711,36.64674758911133,27.58042335510254,36.90250778198242,
2019-12-29 13:46:26:525,gps,30.520562932825168,114.40559971300772,33.25323486,4.98198128,7.28000021,1.66739321,10.35742474,275.70001221,7.84448862,22.41747283935547,62.39892959594727,41.81453323364258,35.24695205688477,30.657114028930664,32.81429672241211,
2019-12-29 13:46:27:518,gps,30.520556892818096,114.4055209811697,35.00805664,4.93338633,7.57999992,1.25717938,10.16097355,265.50000000,4.56489754,18.285388946533203,60.42662048339844,46.11128616333008,34.86165237426758,30.806589126586914,32.174636840820305,
2019-12-29 13:46:28:527,gps,30.52055095313786,114.40544748715857,34.48535156,4.75250340,7.09999990,1.10308659,9.93504620,265.39999390,3.88418889,20.315088272094727,59.39680480957031,44.12638854980469,38.5801887512207,32.50032424926758,33.26498413085937,
2019-12-29 13:46:29:526,gps,30.52054437145079,114.40535987783788,35.26690674,4.79531336,8.42000008,1.08078671,9.93504620,266.50000000,3.18317270,12.433302879333496,55.36550521850586,55.16725158691406,35.48333740234375,36.93128204345703,33.21005249023437,
2019-12-29 13:46:30:526,gps,30.5205403397108,114.40526765997947,35.24084473,4.66525126,9.13000011,1.04923785,9.93504620,267.50000000,2.87225127,10.210929870605469,51.66384887695313,60.53374481201172,25.37800025939941,32.02266311645508,36.52181625366211,
2019-12-29 13:46:31:523,gps,30.520538887938013,114.40517138333404,35.02978516,4.68125153,9.52000046,1.50426066,9.93504620,270.29998779,6.02004433,0.3703165054321289,46.59921646118164,70.00373077392578,30.687299728393555,38.31904220581055,37.92073440551758,
2019-12-29 13:46:32:526,gps,30.520541966349214,114.40506819898502,35.08294678,4.49746561,9.96000004,1.73666346,9.93504620,270.70001221,5.98790836,13.74483871459961,64.75479125976561,69.99235534667969,44.29733657836914,29.59676551818848,45.8640022277832,
2019-12-29 13:46:33:527,gps,30.520543704208798,114.40496763312179,33.49438477,3.52232242,9.53999996,1.75855052,9.93504620,270.20001221,6.06157303,5.367377758026123,63.77362823486328,69.11588287353516,53.84366989135742,35.787574768066406,46.20518112182617,
2019-12-29 13:46:34:527,gps,30.52054740340745,114.40487576406055,33.21740723,3.87617064,9.03999996,1.76640880,9.93504620,270.10000610,6.29799509,5.710748195648193,53.34579086303711,70.49040222167969,39.79713439941406,39.55607604980469,46.2286376953125,
2019-12-29 13:46:35:525,gps,30.52054777051182,114.40477899589655,33.49371338,4.09735823,8.90999985,1.76640880,9.93504620,270.60000610,6.45383596,14.663501739501953,54.564491271972656,76.28429412841797,44.3666877746582,39.819679260253906,45.768104553222656,
2019-12-29 13:46:36:526,gps,30.520552118285092,114.40468085806533,33.41497803,4.27480888,9.43000031,1.76640880,9.93504620,272.20001221,6.27574635,25.219633102416992,65.64900207519531,59.29325866699219,45.67438125610352,30.249141693115234,47.6070556640625,
2019-12-29 13:46:37:520,gps,30.520542720189972,114.40457530091368,33.17425537,4.35906744,9.60999966,1.34301901,9.93504620,269.00000000,4.79851007,16.635774612426758,64.3323974609375,53.14848709106445,32.14423370361328,31.69068145751953,31.844104766845703,
2019-12-29 13:46:38:519,gps,30.52053667234522,114.40446751420728,32.58618164,4.30392218,10.18999958,1.94262707,9.93504620,268.29998779,7.87111330,17.586990356445312,57.98469924926758,61.96899795532226,30.17827224731445,29.769702911376953,27.929372787475586,
2019-12-29 13:46:39:520,gps,30.52052034898161,114.40434844948624,33.38732910,4.98206234,11.43999958,1.94455647,10.45721436,264.89999390,5.79486227,32.43635177612305,55.85586929321289,59.99639129638672,40.66892623901367,35.33932113647461,36.72515106201172,
2019-12-29 13:46:40:524,gps,30.520516130110146,114.40423720279107,32.64355469,5.22703171,11.30000019,1.82332110,10.73982620,267.39999390,5.49993515,24.209604263305664,55.42046356201172,62.72700881958008,50.02457809448242,37.63947677612305,45.57929992675781,
2019-12-29 13:46:41:524,gps,30.520514259017705,114.40411121003989,30.75964355,3.95938373,11.98999977,1.79287481,10.62837696,269.00000000,4.99116850,9.242166519165039,62.40631866455078,64.66106414794922,45.55176162719727,28.99904823303223,45.0156135559082,
2019-12-29 13:46:42:529,gps,30.520516828616557,114.40398499697093,31.55981445,4.61291409,12.06000042,1.77428854,10.49660587,269.89999390,4.87292337,29.98910903930664,72.71029663085938,59.94039535522461,51.88115692138672,30.920394897460934,33.278762817382805,
2019-12-29 13:46:43:525,gps,30.520522608376332,114.4038577936901,31.83636475,5.23851299,12.03999996,1.54353487,10.50198650,272.20001221,3.53415060,16.68069839477539,59.32024765014648,71.7204360961914,39.5050048828125,27.24064636230469,36.79862976074219,
2019-12-29 13:46:44:522,gps,30.52052627598018,114.40372626063414,32.12988281,5.76415348,12.52000046,1.48060799,10.49965477,271.79998779,2.66947222,27.71345329284668,61.2685432434082,66.72905731201172,36.0765380859375,28.71117973327637,31.485063552856445,
2019-12-29 13:46:45:524,gps,30.520531934753745,114.40360155507877,32.25207520,5.99653244,12.44999981,1.68908262,10.47447681,272.00000000,4.69548273,16.444061279296875,62.22661209106445,64.11643981933594,40.25614929199219,34.80385971069336,32.604991912841804,
2019-12-29 13:46:46:530,gps,30.52053641435988,114.40348659610149,32.91979980,6.02076197,11.23999977,1.33775938,10.61724186,271.29998779,4.03473377,21.313587188720703,56.91303253173828,57.22257995605469,45.069908142089844,30.51656150817871,34.405818939208984,
2019-12-29 13:46:47:524,gps,30.520538283184457,114.40337476545042,33.48327637,5.86883926,10.67000008,1.16361511,10.73241901,269.70001221,3.40478945,11.326105117797852,58.58790969848633,66.22798919677734,43.62133407592773,33.437992095947266,38.38314437866211,
2019-12-29 13:46:48:528,gps,30.520540431615757,114.40326320415242,33.57989502,5.58416796,10.43000031,1.35650289,10.58790588,269.89999390,3.42430663,18.117935180664062,60.18268966674805,69.54342651367189,42.74113082885742,34.89696884155273,34.219295501708984,
2019-12-29 13:46:49:518,gps,30.520540848972672,114.40315169209106,33.60382080,5.50118208,10.56999969,1.46894515,10.50614738,270.00000000,3.25088549,28.06853485107422,56.85086059570313,64.78707885742189,33.20109176635742,30.97979736328125,35.031982421875,
2019-12-29 13:46:50:522,gps,30.520536415528703,114.40304621754397,33.37402344,5.44164467,10.93999958,1.49485791,10.36398411,269.10000610,3.28039408,25.114215850830078,65.04266357421875,62.69990921020508,40.90143585205078,27.06945610046387,43.09788513183594,
2019-12-29 13:46:51:521,gps,30.520537320323186,114.40292692620298,33.57141113,5.88121033,11.23999977,2.00823307,10.68404579,269.70001221,6.98032379,33.73707580566406,58.932960510253906,64.18133544921875,39.19160842895508,36.02746963500977,39.3370475769043,
2019-12-29 13:46:52:531,gps,30.520543937861554,114.40281457307292,34.11523438,5.70174360,11.14000034,2.39610100,10.59979534,270.79998779,7.51552868,24.00853157043457,58.45365524291992,57.36996841430664,41.19124221801758,32.771732330322266,32.60190200805664,
2019-12-29 13:46:53:516,gps,30.520546731758348,114.40269388088426,34.34869385,5.29798365,11.00000000,2.46916986,10.38943195,271.00000000,7.70295095,21.683801651000977,60.60470581054688,61.395790100097656,39.95242309570313,29.517343521118164,35.34272766113281,
2019-12-29 13:46:54:517,gps,30.520564933731443,114.40258961572647,34.31750488,5.63795233,10.89999962,2.72860765,10.49700928,273.39999390,8.92814827,25.9437255859375,61.204307556152344,73.3898696899414,36.959617614746094,39.986663818359375,41.8344955444336,
2019-12-29 13:46:55:522,gps,30.52057593024326,114.40247386189003,34.99865723,5.56812334,10.81999969,3.02411962,10.69037533,274.00000000,9.97133636,30.288219451904297,59.46332931518555,57.988182067871094,44.07308197021485,36.6097297668457,44.798736572265625,
2019-12-29 13:46:56:524,gps,30.52058013441335,114.40235973647648,35.12573242,5.35532713,10.40999985,2.64682817,10.60808277,273.50000000,8.20570946,27.498332977294922,66.43569183349611,63.46123123168945,39.71019744873047,35.11604690551758,41.02718353271485,
2019-12-29 13:46:57:526,gps,30.520587910748752,114.40225206943231,34.62597656,4.01142740,9.52000046,2.80944824,10.70176315,273.20001221,10.28688431,27.7364559173584,58.43973159790039,56.15029525756836,37.144779205322266,44.82901382446289,37.33623123168945,
2019-12-29 13:46:58:520,gps,30.52058902987524,114.40216608692121,34.36236572,4.39136171,8.48999977,2.99294162,10.92504787,273.89999390,19.93407059,33.60422897338867,63.31489944458008,69.15785217285156,43.959415435791016,35.75188064575195,32.533164978027344,
2019-12-29 13:46:59:529,gps,30.52059061956825,114.40208300352873,33.98187256,4.86391544,7.90999985,3.52325130,11.35492039,274.60000610,25.63118362,19.87583351135254,54.53046035766602,62.30342102050781,39.47724151611328,37.96138381958008,32.824398040771484,
2019-12-29 13:47:00:518,gps,30.520610608219283,114.4020132088545,34.17425537,5.44621897,6.84000015,4.08593941,12.05148029,278.00000000,34.01808548,25.540489196777344,54.86480712890625,71.48651123046875,38.35244369506836,31.62480735778809,36.892826080322266,
2019-12-29 13:47:01:533,gps,30.520606727391318,114.40193693308942,36.05621338,6.05893373,6.28999996,4.31116009,12.99486256,272.60000610,38.40858841,20.13931655883789,60.45053482055664,71.9726791381836,44.2490348815918,30.783222198486328,35.23306655883789,
2019-12-29 13:47:02:525,gps,30.520619561740357,114.40193795401751,35.92169189,4.88790607,2.14000010,2.87513471,12.48138618,286.79998779,58.95402527,23.45108985900879,65.92364501953125,70.59903717041016,37.09469985961914,31.26497459411621,30.400129318237305,
2019-12-29 13:47:03:528,gps,30.520661631348286,114.40192333045617,34.71435547,5.51797771,1.44000006,1.91731584,11.45211601,264.50000000,49.98729706,24.23258399963379,67.44557189941406,71.0965576171875,36.29691696166992,31.443758010864254,31.042461395263672,
2019-12-29 13:47:04:528,gps,30.520633879492863,114.40191168022547,34.70532227,6.25112200,0.69000000,1.29003870,11.47656059,269.00000000,69.55351257,18.412837982177734,57.49137878417969,61.46776580810547,34.92703628540039,30.71112632751465,27.19102478027344,
2019-12-29 13:47:05:524,gps,30.520625156809523,114.40191203939582,34.69610596,7.27672291,0.00000000,0.17029387,11.47168922,0.00000000,0.00000000,22.09290313720703,60.93988037109375,62.91822052001953,33.329872131347656,35.49510955810547,28.92269897460937,
2019-12-29 13:47:06:530,gps,30.520627145731652,114.4019054508076,35.14959717,7.86498213,0.41000000,1.29849911,11.53193474,268.79998779,84.15124512,27.173324584960938,52.21281814575195,61.01507186889648,40.18846130371094,33.56436920166016,27.946075439453125,
2019-12-29 13:47:07:520,gps,30.520615654814605,114.40187757501856,36.04925537,7.84193897,2.79999995,1.78044939,11.20507050,269.89999390,24.78173828,13.341575622558594,52.20824432373047,63.66336441040039,54.06939315795898,43.829811096191406,34.723243713378906,
2019-12-29 13:47:08:529,gps,30.520601461063265,114.40184230032433,35.56872559,7.90117359,3.40000010,1.79136825,11.06263351,266.60000610,21.13967323,19.103225708007812,60.87430191040039,57.66728591918945,41.90361404418945,40.35137176513672,33.58420562744141,
2019-12-29 13:47:09:523,gps,30.520590382397614,114.40182275295821,35.32727051,8.12313557,3.58999991,1.97989893,11.09845066,251.19999695,24.73573685,28.152568817138672,59.96568298339844,57.17248153686523,33.336959838867195,40.19748306274414,30.74864387512207,
2019-12-29 13:47:10:519,gps,30.52058353699039,114.4017727214958,35.14831543,8.58501816,3.93000007,2.32422018,11.37573528,267.20001221,29.13009071,21.93766212463379,62.64259719848633,48.51136779785156,36.767723083496094,30.9475154876709,27.96109962463379,
2019-12-29 13:47:11:519,gps,30.520572783280155,114.40173408752902,35.41229248,7.98459291,3.36999989,1.93103600,10.94540405,266.89999390,24.93170929,25.4965877532959,63.60539245605469,48.49245834350586,42.48751449584961,33.92197036743164,34.88296890258789,
2019-12-29 13:47:12:519,gps,30.520569184444586,114.40170536235283,35.65179443,7.69020653,2.66000009,1.78507698,10.77044487,267.39999390,26.60626984,26.226797103881836,65.18634033203125,49.6882209777832,41.43396759033203,33.641056060791016,37.661224365234375,
2019-12-29 13:47:13:520,gps,30.52056625633177,114.40167865683864,35.89257812,6.61685038,1.92999995,1.77259696,10.43672562,266.00000000,34.46574020,22.61836051940918,66.39116668701172,50.89801025390625,35.50978088378906,31.910585403442386,35.330604553222656,
2019-12-29 13:47:14:516,gps,30.520563332194776,114.401666768683,35.79254150,6.55076265,0.49000001,1.24354327,10.52486515,265.00000000,41.34075165,23.000444412231445,66.80710601806639,47.98323822021485,37.011966705322266,31.91518974304199,35.216392517089844,
2019-12-29 13:47:15:520,gps,30.52056172001277,114.40166058963091,36.59735107,6.56669044,0.40000001,1.28471792,10.51323795,264.89999390,43.05041122,22.577556610107422,66.39252471923828,49.14799880981445,36.16111755371094,32.263431549072266,35.55709457397461,
2019-12-29 13:47:16:521,gps,30.520558248145708,114.40165776982383,36.14953613,6.33264589,0.00000000,0.12041595,10.63843918,0.00000000,0.00000000,24.506675720214844,67.04813385009766,48.93487167358398,36.90884780883789,31.429912567138672,35.27029800415039,
2019-12-29 13:47:17:523,gps,30.520554537072716,114.4016581694293,37.05218506,6.86083603,0.00000000,0.09219544,10.57698154,0.00000000,0.00000000,22.742843627929688,66.83097839355469,49.00834274291992,37.07294845581055,32.02073287963867,35.4836540222168,
2019-12-29 13:47:18:520,gps,30.520552106147683,114.40165760931545,37.81341553,6.56651831,0.00000000,0.08602326,10.66494465,0.00000000,0.00000000,23.10497283935547,66.55258941650389,48.07819366455078,36.18572998046875,32.3310546875,35.200218200683594,
2019-12-29 13:47:19:516,gps,30.520547774712394,114.40165739897402,38.15258789,6.99380016,0.00000000,0.08602326,10.62879658,0.00000000,0.00000000,22.758522033691406,67.01580047607422,48.5447883605957,36.30674743652344,32.53931427001953,34.94672393798828,
2019-12-29 13:47:20:530,gps,30.520546024109304,114.401657228851,37.76910400,6.72784758,0.00000000,0.08602326,10.68886280,0.00000000,0.00000000,22.625526428222656,67.15087127685547,48.88665390014648,36.19566345214844,32.53113555908203,35.168460845947266,
2019-12-29 13:47:21:523,gps,30.520544493376132,114.4016563188773,37.12390137,7.02251053,0.00000000,0.08602326,10.64916325,0.00000000,0.00000000,21.657302856445312,64.95896148681639,49.94061660766602,35.35987854003906,30.847719192504886,33.693862915039055,
2019-12-29 13:47:22:533,gps,30.520542421875845,114.40165320924292,37.33636475,7.32574463,0.00000000,0.08602326,10.65005684,0.00000000,0.00000000,12.967256546020508,60.63166809082031,50.29629898071289,41.21529006958008,36.87157440185547,32.929168701171875,
2019-12-29 13:47:23:530,gps,30.520540920377933,114.4016494397737,37.98303223,6.71709824,0.00000000,0.08602326,10.76147461,0.00000000,0.00000000,14.960634231567383,61.634056091308594,48.26686096191406,43.3160400390625,39.3140983581543,27.621925354003906,
2019-12-29 13:47:24:528,gps,30.52053921887264,114.40164588024952,37.49023438,6.36813688,0.28999999,0.92200869,10.84005451,263.60000610,44.23398209,15.36093807220459,65.53957366943361,54.2681770324707,43.65750122070313,43.71748733520508,42.64084243774414,
2019-12-29 13:47:25:522,gps,30.520536431987882,114.4016237738708,38.26477051,5.88152218,2.90000010,0.92357999,10.60447788,259.79998779,7.11626339,29.12459373474121,62.19015884399414,53.61758422851562,32.74253463745117,28.841655731201172,33.478878021240234,
2019-12-29 13:47:26:530,gps,30.520530011907173,114.4015942684319,36.85089111,4.81283474,2.80999994,0.92048901,9.93504620,258.60000610,6.31240988,35.84017562866211,62.26864624023438,55.404518127441406,43.13042831420898,36.12308883666992,36.58588409423828,
2019-12-29 13:47:27:529,gps,30.520520470714054,114.40156446273028,36.79217529,3.97190070,3.16000009,1.34617972,9.93504620,252.00000000,16.20220947,23.94874382019043,65.58233642578125,58.71343612670898,32.77870559692383,34.921947479248054,35.27292251586914,
2019-12-29 13:47:28:522,gps,30.520503255588775,114.40152938721137,39.27154541,4.03003025,4.25000000,1.19707978,9.93504620,240.50000000,9.37671089,32.062644958496094,63.19770812988281,58.78266143798828,29.40433120727539,34.416641235351555,31.87928581237793,
2019-12-29 13:47:29:531,gps,30.52048105862127,114.40149357132304,42.05853271,4.92617369,3.76999998,1.95601630,10.12778854,231.30000305,26.08656883,17.920652389526367,62.05053329467773,63.84204483032226,27.74441909790039,30.75094223022461,35.89500427246094,
2019-12-29 13:47:30:525,gps,30.52045137290457,114.40147099251269,38.72717285,4.21383619,3.90000010,2.52800322,9.93504620,220.19999695,34.08827209,23.801210403442383,59.17327117919922,59.79971313476562,27.13709259033203,28.535654067993164,33.3397216796875,
2019-12-29 13:47:31:524,gps,30.520339449923018,114.40148041115913,37.52642822,3.70842099,8.06000042,1.37295306,9.93504620,189.10000610,8.18236065,28.002004623413086,60.61823654174805,63.8289794921875,30.099761962890625,28.66840934753418,35.12124252319336,
2019-12-29 13:47:32:529,gps,30.520276940190993,114.40148093561005,36.32965088,3.66610813,8.46000004,1.05999994,9.93504620,188.80000305,4.33642912,26.659942626953125,54.22765731811523,62.89287567138672,24.66129493713379,32.02401351928711,33.157989501953125,
2019-12-29 13:47:33:525,gps,30.520204745162896,114.40147347055164,35.34008789,3.34801292,9.21000004,0.86052310,9.93504620,190.10000610,3.79283595,19.57472801208496,60.72529983520508,63.85036849975586,33.67764663696289,27.215486526489254,30.98803329467773,
2019-12-29 13:47:34:531,gps,30.520111532237486,114.4014616243846,34.11584473,3.29172564,10.47999954,0.99297535,9.93504620,190.10000610,3.45362997,18.428564071655273,59.65584182739258,59.18876647949219,30.3587703704834,30.440095901489254,34.12519073486328,
2019-12-29 13:47:35:527,gps,30.520019517684773,114.4014425795094,34.36480713,3.27834487,11.47000027,1.09077954,9.93504620,189.80000305,3.23029971,18.299665451049805,56.96094131469727,64.93537139892578,27.87963485717773,28.26687240600586,33.739879608154304,
2019-12-29 13:47:36:534,gps,30.519917730085297,114.40142376372542,34.37634277,3.00915313,12.17000008,0.93236262,9.93504620,189.39999390,3.10011983,23.56777572631836,58.80875778198242,55.29522323608398,28.459232330322266,31.40879249572754,37.38046646118164,
2019-12-29 13:47:37:528,gps,30.519807009459175,114.40140428725245,33.15399170,3.01928830,12.51000023,0.79309523,9.93504620,189.60000610,2.75844789,27.27696990966797,58.54363632202149,63.19357299804688,31.46740913391113,30.532629013061523,31.47822380065918,
2019-12-29 13:47:38:523,gps,30.519700669720752,114.40138304143238,32.59320068,2.99651575,12.39000034,0.76485294,9.93504620,189.10000610,2.67758799,28.830928802490234,60.5590934753418,54.98273849487305,24.790714263916016,36.53202819824219,29.89650535583496,
2019-12-29 13:47:39:528,gps,30.51959153873518,114.4013605455493,32.14801025,2.65742660,12.05000019,0.77155685,9.93504620,189.10000610,2.82954812,29.73638916015625,56.74975204467773,61.60593795776367,21.115562438964844,29.440391540527344,29.88245010375977,
2019-12-29 13:47:40:520,gps,30.51948880146478,114.40134402923903,31.68414307,2.61517525,11.50000000,0.77833158,9.93504620,188.60000610,2.98550844,27.799610137939453,58.93548202514648,59.11241149902344,24.12707901000977,30.89339637756348,31.18004608154297,
2019-12-29 13:47:41:520,gps,30.51939423623028,114.40132556394188,31.32031250,2.50000000,10.31999969,0.77833158,9.93504620,189.39999390,3.33559752,19.94187355041504,58.9566764831543,62.47742462158203,31.15786552429199,27.810731887817386,36.37503051757813,
2019-12-29 13:47:42:533,gps,30.51931286554103,114.40130838957568,30.59509277,2.50717306,9.02999973,0.77833158,9.93504620,189.39999390,3.79830575,20.650218963623047,64.40782165527344,62.65961074829102,38.69178009033203,29.535919189453125,38.363441467285156,
2019-12-29 13:47:43:519,gps,30.519229506346758,114.40129867383851,29.96234131,2.50000000,8.64999962,1.85564005,9.93504620,188.80000305,8.24868488,21.38421630859375,57.84423065185547,69.35502624511719,43.58193588256836,35.769073486328125,40.94941711425781,
2019-12-29 13:47:44:528,gps,30.519174226410478,114.40129021035159,28.86553955,2.50931382,6.36999989,1.16387284,9.93504620,189.60000610,7.40579891,23.0034236907959,56.70396041870117,65.84471893310547,40.024410247802734,32.85463714599609,37.88394165039063,
2019-12-29 13:47:45:529,gps,30.51912427872461,114.4012837070173,28.32922363,2.65193033,5.73999977,0.77833158,9.93504620,189.39999390,6.01208973,30.25337791442871,58.04594802856445,54.41938781738281,42.66875076293945,33.120792388916016,32.912437438964844,
2019-12-29 13:47:46:531,gps,30.519083071862703,114.40127041551466,28.14013672,2.50000000,4.15999985,0.77155685,9.93504620,190.10000610,8.18437004,15.922724723815918,56.97331237792969,59.30534744262695,45.30342102050781,32.94804000854492,39.37995910644531,
2019-12-29 13:47:47:525,gps,30.519054848682597,114.4012556453698,27.61834717,2.57329297,3.07999992,0.77155685,9.93504620,190.39999390,10.95217705,18.857009887695312,51.86367797851562,65.80805206298828,45.72469711303711,34.44176483154297,40.20985412597656,
2019-12-29 13:47:48:519,gps,30.51902898934744,114.40125166373453,27.64172363,2.50000000,2.73000002,0.77155685,9.93504620,187.10000610,12.36509228,19.589397430419922,51.76828002929688,66.62436676025389,43.286842346191406,33.22556686401367,39.12399673461914,
2019-12-29 13:47:49:521,gps,30.51901071327117,114.40125066229469,27.91412354,2.53489161,1.32000005,0.75166482,9.93504620,189.60000610,15.35750961,26.78377914428711,63.13910293579102,63.94495391845703,43.057518005371094,34.690608978271484,39.68381118774414,
2019-12-29 13:47:50:519,gps,30.518999650264643,114.40125239105751,27.55322266,2.50000000,0.51999998,0.75822163,9.93504620,189.69999695,15.98092175,31.18024253845215,55.59587860107422,63.22046661376953,34.37810516357422,33.674373626708984,30.786605834960934,
2019-12-29 13:47:51:530,gps,30.518987254581518,114.40124628093068,27.10235596,2.50000000,1.44000006,0.75742984,9.93504620,189.89999390,21.18630600,32.345420837402344,52.30656814575195,64.78902435302734,38.67980575561523,36.70869827270508,31.69128227233887,
2019-12-29 13:47:52:524,gps,30.518966346483378,114.40124114990563,27.16937256,2.50000000,2.31999993,1.69614267,9.93504620,191.19999695,35.71320724,23.332674026489258,62.08562469482422,57.90610122680664,29.077659606933594,34.58209609985352,32.81972122192383,
2019-12-29 13:47:53:535,gps,30.518931682665194,114.40123128841427,26.39813232,2.50000000,4.03999996,1.09786153,9.93504620,191.19999695,13.17924786,34.57240676879883,54.41350173950195,51.01824569702149,40.41677856445313,35.43106460571289,35.91413116455078,
2019-12-29 13:47:54:526,gps,30.5188994412045,114.40122694627289,26.55151367,2.50000000,3.90000010,0.76485294,9.93504620,188.50000000,8.46061039,13.709060668945312,60.94280242919922,48.47204208374024,37.9879264831543,34.772254943847656,36.587646484375,
2019-12-29 13:47:55:522,gps,30.518863817679833,114.40121916436871,25.73681641,2.58216381,3.61999989,1.57384884,9.93504620,189.30000305,21.08212852,25.224079132080078,52.89481735229492,50.13494873046875,42.911705017089844,29.73894691467285,36.4764518737793,
2019-12-29 13:47:56:522,gps,30.518833416376626,114.40121335261308,25.88635254,2.79915333,3.11999989,2.24964452,9.93504620,187.30000305,35.74301910,23.36798667907715,62.98710632324219,53.14779663085938,40.44237518310547,33.860668182373054,36.13945770263672,
